time_tick,lac_X_value,lac_Y_value,lac_Z_value
2.118693,-0.563049,-0.057048,0.574885
2.148821,0.005202,-0.052403,0.138214
2.178949,1.190347,0.207885,-0.673703
2.219121,2.569219,0.273586,-1.654022
2.249249,3.818876,-0.226035,-2.431146
2.279377,4.055048,-0.311009,-2.758512
2.319548,4.708643,-2.083170,-3.052684
2.349677,4.155430,-4.958982,-2.555277
2.379805,3.990167,-8.428571,-1.120287
2.414976,3.314206,-12.902805,1.829141
2.450105,0.222320,-20.194512,8.880955
2.480233,-7.761788,-22.597076,16.082836
2.510361,-11.954741,-15.403852,15.345110
2.550532,3.258164,18.309906,-3.079641
2.580661,10.529488,52.506062,-9.714292
2.610789,4.969688,66.421775,-24.860002
2.650960,-20.275001,44.687442,-6.191842
2.681089,-34.898095,28.741055,11.851503
2.711217,-58.738742,22.164269,28.541932
2.751388,-64.445689,-17.291567,29.319112
2.781517,-33.847999,-26.982393,24.020358
2.811645,2.511615,-47.608660,14.567497
2.851816,15.897996,-40.000831,37.184392
2.881944,0.471689,-41.732359,36.387959
2.912073,-22.338474,-40.908027,30.215548
2.952244,-65.504693,-19.974976,25.646547
2.982372,-68.790081,-3.603890,25.880079
3.012501,-69.230863,22.465699,20.877665
3.052672,-42.212170,54.784993,39.221392
3.082800,2.421579,86.555537,38.226718
3.112929,30.210427,86.288854,30.044116
3.143057,29.603948,84.469448,-2.976544
3.183228,-26.769748,61.034045,-17.181748
3.213357,-61.264944,47.850758,-11.675065
3.243485,-71.134887,12.322980,8.187033
3.283656,-55.249564,-7.769022,20.597830
3.313785,-0.849893,-31.738450,34.309426
3.343913,8.365865,-46.189469,63.584124
3.384084,0.281485,-50.072989,59.121496
3.414213,-19.172217,-43.145264,35.411008
3.444341,-63.377458,-31.911594,19.564601
3.484512,-68.922267,-3.307225,15.413940
3.514640,-70.063584,27.685175,10.463530
3.544769,-41.687125,71.875452,20.071767
3.584940,33.670013,87.065080,23.020837
3.615069,32.292835,85.333562,13.419032
3.645197,-22.578546,81.182438,0.410857
3.685368,-69.625921,61.200808,-1.520949
3.715496,-72.054200,36.650213,14.397911
3.745625,-72.368983,-9.746618,22.855290
3.785796,-26.564915,-21.641816,25.147127
3.815924,9.824764,-46.123313,54.411853
3.846053,28.359346,-39.175667,70.180680
3.886224,-5.364221,-30.238892,52.298956
3.916352,-39.618605,-25.207045,27.209460
3.946481,-68.795954,-20.600362,19.447126
3.976609,-69.125169,5.525570,7.904151
4.016775,-70.930952,49.373156,8.122341
4.051925,-3.654467,87.550325,29.666251
4.087075,53.855331,86.902446,14.794666
4.117203,6.353818,83.994052,11.634094
4.152353,-43.309871,77.675654,8.739955
4.187503,-70.415802,72.787422,16.044077
4.217631,-72.981411,6.347672,34.323925
4.252781,-48.519868,-1.388625,24.389226
4.287931,-9.990468,-36.652851,36.171101
4.318059,22.748325,-51.944957,59.740924
4.353209,9.855447,-52.767011,56.075326
4.383337,-14.057366,-45.135151,44.358480
4.418487,-64.870184,-18.552572,25.950004
4.453637,-68.906105,-2.842662,27.008326
4.483765,-70.455452,34.400453,9.757962
4.518915,-61.368221,74.332392,29.789945
4.554065,21.369632,87.747910,36.305677
4.584193,56.500378,87.347223,7.647176
4.609300,4.956876,85.271544,-1.620855
4.649482,-51.425242,78.841265,1.435456
4.679611,-69.563571,71.137861,28.387426
4.709739,-70.936956,15.270165,39.164018
4.749910,-23.216909,-26.114588,27.933570
4.780039,15.239872,-57.850456,56.212161
4.810167,27.481866,-37.753750,79.001991
4.850338,-24.334954,-40.284975,56.516586
4.880467,-58.551917,-22.163981,19.529142
4.910595,-68.812101,-6.774840,11.868709
4.950766,-70.526631,36.848114,14.968704
4.980894,-67.757727,69.536902,23.305275
5.011023,21.081036,87.758909,28.591976
5.051194,50.201205,87.318762,-1.851219
5.081326,-5.458886,84.079881,3.983024
5.111454,-47.809190,78.778883,9.378682
5.151625,-70.502174,72.365172,24.899141
5.181754,-71.977143,24.211504,45.117628
5.211882,-37.314787,2.752209,28.990101
5.252053,4.591742,-56.444514,53.056102
5.282182,26.910959,-31.468480,81.851520
5.312310,3.533782,-30.921280,72.707644
5.342438,-41.492032,-24.247149,35.603337
5.382609,-68.898300,-9.207910,16.553473
5.412738,-69.515713,12.438209,8.100447
5.442866,-71.556955,42.476047,13.518493
5.483037,-17.958465,88.003650,35.641653
5.513166,48.869121,88.018175,6.614028
5.543294,32.648237,86.969009,-7.106306
5.583466,-33.479508,80.808303,2.729803
5.613594,-68.353689,76.144891,17.016595
5.643722,-70.974788,58.421606,38.954198
5.683894,-44.263873,11.348412,31.411915
5.714022,-9.513556,-25.574674,42.143676
5.744150,14.483692,-47.170748,64.082814
5.784322,14.410179,-38.964881,78.911971
5.814450,-28.335394,-38.326362,35.339208
5.844578,-62.637815,-19.744037,16.104893
5.884749,-69.159390,13.611060,20.992139
5.914878,-70.951734,41.624985,15.918494
5.945006,-58.609642,66.624953,27.662144
5.980178,23.333198,87.862125,20.480229
6.015306,45.353657,87.555619,-1.936127
6.045434,-2.264066,84.524648,5.983657
6.075560,-35.282444,79.162324,10.396986
6.115731,-70.290939,72.699947,25.872243
6.145859,-71.623532,43.712631,42.718922
6.175988,-37.144746,15.142239,33.173858
6.216159,-12.376420,-35.027932,29.493453
6.246287,10.256109,-29.029688,46.703759
6.276416,27.807947,-31.147758,60.121606
6.316587,-2.712595,-47.665510,40.291442
6.346715,-26.117847,-21.494217,28.817546
6.376844,-49.842403,-6.569172,28.791485
6.417015,-69.459176,28.517068,30.414321
6.447143,-71.322965,38.706607,22.695186
6.477272,-35.549809,79.592360,23.187431
6.517443,42.491147,87.697752,-15.676576
6.547571,41.228843,86.934648,-21.164334
6.577700,10.967840,83.772973,-2.566953
6.617871,-32.951956,77.072139,12.404302
6.647999,-70.102529,73.765376,19.874743
6.678128,-72.256569,55.416463,34.527074
6.718299,-25.839731,13.874627,24.974079
6.748427,0.059784,-6.030753,20.235944
6.778556,3.033493,-13.039271,30.447392
6.808684,17.551675,-15.487716,52.713958
6.848855,22.207216,-38.250668,36.273824
6.878984,7.003065,-40.808244,29.408126
6.909112,-14.447892,-22.013789,36.144785
6.949283,-43.329638,-5.413884,36.098943
6.979412,-69.047677,7.589939,34.664201
7.009540,-70.182742,19.610362,32.375055
7.049711,-50.342631,65.961810,25.346957
7.079839,10.248986,87.340442,3.212126
7.109967,37.262536,87.476926,-19.309050
7.150139,20.302425,80.789981,-16.977779
7.180267,-9.900247,66.802261,2.283638
7.210395,-47.923878,64.885980,12.775801
7.250567,-70.189775,68.551732,33.929026
7.280695,-44.279441,9.784560,29.370206
7.310823,-9.562286,13.489722,16.088213
7.350995,-5.814457,-6.902677,29.886572
7.381123,5.301596,-10.585908,40.375500
7.411251,27.834151,-21.322588,37.370578
7.451423,26.336995,-23.617250,37.364534
7.481551,15.531675,-9.078707,40.091879
7.511679,10.420039,2.171936,33.033834
7.541808,-17.008845,16.953327,29.690643
7.581979,-67.739517,9.199079,36.299417
7.612107,-51.375794,26.426864,19.040274
7.642236,-26.396531,41.041181,5.032196
7.682407,16.066437,60.886263,-20.813421
7.712535,31.292603,71.166013,-26.145405
7.742664,35.342058,65.603439,-13.720813
7.782835,9.639457,52.054823,8.437629
7.812964,-43.947944,45.402174,24.645487
7.843092,-69.055804,33.875941,32.314201
7.883263,-31.936755,-4.588129,11.120577
7.913392,-4.359930,2.728446,2.039253
7.943520,6.335519,-4.738872,14.897508
7.983691,5.562228,-17.072179,30.842643
8.016320,8.910097,-19.741991,30.356072
8.051470,29.686015,-22.990006,24.355689
8.086620,17.283524,-14.583023,32.874923
8.116749,5.878050,-5.718851,24.719139
8.151899,0.554819,4.497375,14.425452
8.187048,-44.771560,-26.008131,25.721805
8.217177,-70.570855,-16.204659,37.788807
8.252327,-41.713607,15.851193,20.435584
8.287476,-26.598007,42.341092,10.690289
8.317605,-9.608439,57.814851,-0.836513
8.352755,9.529453,54.896266,-16.277900
8.382883,16.145502,46.970470,-18.154784
8.418033,11.481365,34.976529,-7.352473
8.453183,2.659694,35.391835,0.408737
8.483311,-48.398339,48.590083,24.315587
8.518461,-64.743820,20.533217,39.932079
8.553611,-29.886193,0.331134,25.687652
8.583739,-9.533453,-6.367740,9.508396
8.613884,-2.777064,-13.440096,7.616252
8.644012,7.150857,-17.217143,13.141884
8.674140,17.506212,-23.356825,22.846582
8.714312,16.751854,-19.595257,22.644758
8.744440,24.262695,-10.398335,20.776214
8.774569,20.116017,7.672349,31.610849
8.814740,21.818350,14.221327,18.939674
8.844868,-38.147447,0.220196,48.038196
8.874997,-56.700338,1.650971,41.928751
8.915168,-26.557110,25.204890,7.520511
8.945296,-14.897070,34.161197,-8.102161
8.975425,-4.809019,38.390722,-23.121268
9.015596,9.352077,40.027589,-30.515213
9.045724,11.216077,43.587482,-22.013546
9.075852,4.144740,37.964922,-1.149625
9.116023,-36.072217,35.583362,28.074267
9.146151,-42.420080,30.233000,32.252570
9.176280,-24.547363,14.514841,20.519015
9.216451,-12.766264,8.285775,15.967800
9.246579,-7.961526,1.858226,13.589319
9.276708,-2.024740,-0.603659,15.230282
9.316879,2.996505,-2.351125,21.678918
9.347007,15.074926,-14.597672,21.394985
9.377136,14.014094,-16.635495,24.300361
9.407264,-8.074964,-12.061876,37.698874
9.447435,-13.189008,10.643352,32.396533
9.477564,-6.828572,21.692777,14.870263
9.507692,-8.260652,25.042368,4.611808
9.547864,-8.936492,13.764015,2.409099
9.577992,-7.982715,7.936027,2.629664
9.608120,-2.708759,10.298169,5.953501
9.648292,5.873171,5.258828,2.264266
9.678420,9.109867,2.977979,-0.237804
9.708549,11.956002,2.098652,3.637154
9.748720,14.883550,-0.947420,10.717879
9.778848,9.776895,-1.868954,17.767870
9.808977,3.237459,-3.301408,25.022587
9.849148,2.282043,-10.091714,25.139192
9.879276,-2.616937,-6.518757,19.280493
9.909405,-3.493451,-5.316910,13.805457
9.949576,-3.548162,-4.530421,9.676901
9.979704,-6.699831,-3.127649,8.248326
10.009833,-9.949195,-2.151546,6.068642
10.050004,-8.090378,-1.906803,8.392920
10.080133,-9.365312,2.748389,9.500956
10.110262,-8.137169,3.798615,9.172494
10.145433,-5.882396,5.878105,9.154025
10.180561,-4.977139,9.179735,9.228788
10.210690,-1.714920,8.577373,7.953470
10.240818,1.033175,8.378626,6.475852
10.280989,2.848849,9.866702,5.598051
10.311118,3.927339,10.789651,5.330536
10.341246,4.821859,13.386204,5.154398
10.381418,7.971861,15.205446,5.080660
10.411546,11.445969,21.164107,3.304524
10.441674,17.889019,24.613447,-5.316116
10.481846,5.350867,30.188918,-6.967697
10.511974,-5.279419,30.758186,-1.246005
10.542102,-22.437861,35.113969,2.000613
10.582274,-39.956396,27.947955,5.921316
10.612402,-33.805419,13.121432,12.067733
10.642530,-24.790229,3.043284,18.817075
10.682702,-16.457398,-7.670120,19.915147
10.712830,-13.068695,-16.810856,16.580508
10.742959,-8.004713,-23.889086,17.288247
10.783130,-3.650124,-25.723603,17.470042
10.813258,2.240990,-24.858106,21.302760
10.843387,-3.512676,-15.245528,21.839644
10.883558,-8.531751,-3.424658,17.575995
10.913686,-17.038078,6.022486,14.448043
10.943815,-36.323370,21.614752,20.232755
10.978986,-37.670469,27.005718,20.315311
11.014114,-18.619386,28.999989,10.528293
11.044243,-0.719120,27.036905,7.038041
11.074371,16.894831,26.915082,1.427010
11.114542,30.994348,27.559778,-5.994484
11.144671,27.232449,27.038544,-11.136524
11.174799,21.439604,18.668666,-10.116824
11.214970,11.921483,12.279292,-8.097030
11.245099,4.609127,12.147764,-5.737420
11.275227,-7.198010,21.880819,0.740831
11.315398,-39.245195,20.829540,8.222738
11.345527,-37.910183,9.115394,11.799898
11.375655,-21.576123,3.545752,9.956291
11.415827,-4.745387,-12.156378,7.729371
11.445955,4.667636,-18.747729,5.146234
11.476083,10.165741,-23.740046,-0.243636
11.516255,13.988297,-26.598786,0.423615
11.546383,10.315489,-22.217444,3.237472
11.576511,7.605829,-17.997398,5.123469
11.616683,-4.922223,-10.676542,12.019524
11.646811,-27.903101,-4.662967,21.311634
11.676939,-45.518737,-4.012156,32.174900
11.712111,-38.580285,15.803221,21.518384
11.747239,-14.526203,22.325614,8.519688
11.777368,1.791968,26.269001,4.307394
11.807496,17.181678,35.698498,-4.542851
11.847667,23.877178,36.189565,-10.947941
11.877796,19.915975,30.603341,-12.368441
11.907924,13.134832,20.964261,-10.313429
11.948095,-1.098234,12.430879,-6.132747
11.978224,-36.707482,4.060403,7.260726
12.008352,-60.929168,3.659684,23.060815
12.048523,-20.141851,0.400870,12.579084
12.078652,-2.512983,-9.635620,5.381530
12.108780,5.540347,-2.939422,-0.786821
12.148951,14.315384,-2.706082,-7.701167
12.179080,14.120247,-2.811660,-9.207458
12.209208,12.144922,-3.953535,-8.896488
12.249379,7.850113,-0.412590,-8.428528
12.279508,4.038840,1.487229,-3.883526
12.309636,1.920608,1.055454,3.600429
12.349808,-4.885910,1.231211,15.367800
12.379936,-5.000154,5.665171,11.726942
12.410064,-1.253043,1.392498,0.388817